Game,Opponent,Opponent Division,Opponent Pitcher,Opponent Pitcher Hand,Home v Away,Stadium,Game Start,Temperature ,Game Conditions,HP Umpire,Inning,At Bat #,Pitch,Pitch Type,Pitch Speed,Times seen pitch in at bat,Times seen pitch in game,pre-pitch balls,pre-pitch strikes,Result,Location,First At Bat,Second At Bat,Third At Bat,Fourth At Bat,Faced Team Before?,AL East?,Faced Pitcher Before?,How Many Times?,40-50 Deg,50-60 Deg,60-70 Deg,70-80 Deg,80+ Deg,Ball In Play,>4 Pitches,>5 Pitches,>6 Pitches,>7 Pitches,CY Young P,2021 All Star P,Late Game,Extra Innings,PP FB,PP Cut,PP Change,PP Curve,PP Slider,PP Sinker,PP Splitter,PP Knuckle Cv,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,1,1,4,Fastball,94.3,0,0,1,2,Line out,Left field,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,4,2,1,Fastball,91.7,0,1,0,0,Called strike,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,4,2,2,Fastball,92.8,1,2,0,1,Foul,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,4,2,3,Slider,80.4,0,0,0,2,bALL,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,4,2,4,Slider,78.8,1,1,1,2,Ball,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,4,2,5,Changeup,85.5,0,3,2,2,Fly Out,Right field,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,6,3,1,Fastball,94.8,0,3,0,0,Ball,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,6,3,2,Fastball,94,1,4,1,0,Foul,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,J. Urquidy,Right,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,6,3,3,Changeup,85.2,0,4,1,1,Line out,Centre field,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,K. Emanuel,Left,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,9,4,1,Slider,76.6,0,2,0,0,Ball,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,
15,Astros,AL West,K. Emanuel,Left,Away,Minute Maid Park,Night,82,Partly Cloudy,A. Fletcher,9,4,2,Sinker,90.7,0,0,1,0,Home Run,Right field,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
16,Astros,AL West,C. Javier,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,2,1,1,Fastball,93.6,0,0,0,0,Fly Out,Left field,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
16,Astros,AL West,C. Javier,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,3,2,1,Slider,80.7,0,0,0,0,Called strike,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
16,Astros,AL West,C. Javier,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,3,2,2,Slider,80.2,1,1,0,1,Fly Out,Centre field,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
16,Astros,AL West,C. Javier,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,5,3,1,Fastball,93.8,0,1,0,0,Called strike,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
16,Astros,AL West,C. Javier,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,5,3,2,Fastball,94.2,1,2,0,1,Fly Out,Right field,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
16,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,8,4,1,Slider,90.1,0,0,0,0,Ball,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
16,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,8,4,2,Slider,90.3,1,1,1,0,Ball,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
16,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,8,4,3,Fastball,95.8,0,0,2,0,Foul,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
16,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,8,4,4,Sinker,96.5,0,0,2,1,Foul,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
16,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Night,82,Cloudy,J. Navas,8,4,5,Slider,90.8,2,2,2,2,Swinging strike out,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,1,Curveball,70.5,0,0,0,0,Called Strike,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,2,Sinker,88.7,0,0,0,1,Ball,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,3,Fastball,88,0,0,1,1,Foul,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,4,Changeup,85.5,0,0,1,2,Foul,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,5,Changeup,86.5,1,1,1,2,Ball,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,2,1,6,Fastball,90,1,1,2,2,Double,Centre field,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,4,2,1,Fastball,88.2,0,2,0,0,Ball,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,Z. Greinke,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,4,2,2,Sinker,88.8,0,1,1,0,Single,Left field,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,5,3,1,Fastball,92.7,0,0,0,0,Ball,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
17,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,5,3,2,Slider,87.1,0,0,1,0,Swinging strike,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,5,3,3,Slider,87.6,1,1,1,1,Called Strike,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
17,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,5,3,4,Curveball,87.6,0,0,1,2,Foul,,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
17,Astros,AL West,B. Abreu,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,5,3,5,Fastball,94.2,1,1,1,2,Fly Out,Centre field,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
17,Astros,AL West,A. Scrubb,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,8,4,1,Cutter,93,0,0,0,0,Foul,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,A. Scrubb,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,8,4,2,Slider,88.4,0,0,0,1,Swinging strike,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
17,Astros,AL West,A. Scrubb,Right,Away,Minute Maid Park,Afternoon,73,Roof Closed,J. Rehak,8,4,3,Knuckle Curve,80.3,0,0,0,2,Called Strike out,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,2,1,1,Sinker,91.4,0,0,0,0,Ball,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,2,1,2,Fastball,93.2,0,0,1,0,Single,Right field,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,4,2,1,Sinker,93.5,0,1,0,0,Foul,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,4,2,2,Slider,85.3,0,0,0,1,Line out,Left field,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,6,3,1,Sinker,94,0,2,0,0,Foul,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
18,Braves,NL East,B. Wilson,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,6,3,2,Slider,85.7,0,1,0,1,Single,Right field,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
18,Braves,NL East,J. Webb,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,8,4,1,Fastball,93.8,0,0,0,0,Ball,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
18,Braves,NL East,J. Webb,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,8,4,2,Changeup,82.4,0,0,1,0,Swinging strike,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
18,Braves,NL East,J. Webb,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,8,4,3,Changeup,82.6,1,1,1,1,Foul,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,
18,Braves,NL East,J. Webb,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,8,4,4,Changeup,83.2,2,2,1,2,Foul,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,
18,Braves,NL East,J. Webb,Right,Away,Truist Park,Night,68,Overcast,D. Iassogna,8,4,5,Changeup,82.6,3,3,1,2,Single,Right field,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,2,1,1,Sinker,90.9,0,0,0,0,Ball,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,2,1,2,Sinker,90.8,1,1,1,0,Ball,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,2,1,3,Fastball,92.8,0,0,2,0,Ball,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,2,1,4,Fastball,92.3,1,1,3,0,Called Strike,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,2,1,5,Fastball,92.6,2,2,3,1,Walk,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,5,2,1,Curveball,72.5,0,0,0,0,Ball,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,5,2,2,Curveball,74.3,1,1,1,0,Called Strike,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,5,2,3,Fastball,91.8,0,3,1,1,Foul,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,5,2,4,Slider,83.3,0,0,1,2,Foul,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,M. Fried,Left,Away,Truist Park,Night,52,Overcast,A. Fletcher,5,2,5,Fastball,94,1,4,1,2,Ground out,Right field,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,
19,Braves,NL East,L. Jackson,Right,Away,Truist Park,Night,52,Overcast,A. Fletcher,7,3,1,Fastball,95.8,0,0,0,0,Home Run,Centre field,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,J. Tomlin,Right,Away,Truist Park,Night,52,Overcast,A. Fletcher,9,4,1,Curveball,76.6,0,0,0,0,Ball,,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
19,Braves,NL East,J. Tomlin,Right,Away,Truist Park,Night,52,Overcast,A. Fletcher,9,4,2,Cutter,85.5,0,0,1,0,Foul,,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,
19,Braves,NL East,J. Tomlin,Right,Away,Truist Park,Night,52,Overcast,A. Fletcher,9,4,3,Cutter,84.5,1,1,1,1,Home Run,Centre field,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,2,1,1,Curveball,77.8,0,0,0,0,Ground out,Left field,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,1,Curveball,79,0,1,0,0,Ball,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,2,Cutter,85.8,0,0,1,0,Swinging strike,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,3,Fastball,95.2,0,0,1,1,Ball,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,4,Curveball,80.2,1,2,2,1,Called Strike,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,5,Fastball,95.2,1,1,2,2,Ball,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,3,2,6,Curveball,80.2,2,3,3,2,Fly Out,Right field,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,5,3,1,Cutter,88.2,0,1,0,0,Ball,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,5,3,2,Fastball,94.9,0,2,1,0,Foul,,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,C. Morton,Right,Away,Truist Park,Afternoon,61,Sunny,S. Barry,5,3,3,Cutter,87.3,1,2,1,1,Single,,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,A. Minter,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,8,4,1,Fastball,96.7,0,0,0,0,Ball,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,A. Minter,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,8,4,2,Fastball,96,1,1,1,0,Ball,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,A. Minter,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,8,4,3,Fastball,96.7,2,2,2,0,Ball,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,A. Minter,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,8,4,4,Fastball,96.5,3,3,3,0,Foul,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,A. Minter,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,8,4,5,Cutter,88.3,0,0,3,1,Walk,,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,W. Smith,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,9,5,1,Curveball,77,0,0,0,0,Ball,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
20,Braves,NL East,W. Smith,Left,Away,Truist Park,Afternoon,61,Sunny,S. Barry,9,5,2,Curveball,76.3,1,1,1,0,Single,Right field,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,1,1,1,Fastball,93.5,0,0,0,0,Swinging strike,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,1,1,2,Fastball,93.7,1,1,0,1,Foul,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,1,1,3,Fastball,94.6,2,2,0,2,Ball,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,1,1,4,Changeup,90.3,0,0,1,2,Swinging strike out,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,3,2,1,Fastball,93,0,3,0,0,Swinging strike,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,3,2,2,Changeup,88.4,0,1,0,1,Foul,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,3,2,3,Fastball,95.7,1,4,0,2,Foul,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,3,2,4,Fastball,95,2,5,0,2,Swinging strike out,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,V. Velasquez,Right,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,6,3,1,Fastball,95,0,6,0,0,Fly Out,Centre field,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,J. Alvarado,Left,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,8,4,1,Sinker,99.8,0,0,0,0,Foul,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,
21,Phillies,NL East,J. Alvarado,Left,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,8,4,2,Sinker,99.2,1,1,0,1,Ball,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
21,Phillies,NL East,J. Alvarado,Left,Home,Citizens Bank Park,Night,83,Clear,M. Estabrooks,8,4,3,Sinker,99.9,2,2,1,1,Line out,Centre field,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
